word,emotion,pleasantness,attention,aptitude,sensitivity,sentiment,afinn_score,color,orientation,subjectivity
informality,,0.984,0.0,0.0,0.0,positive,,,,
informally,,-0.86,0.0,-0.86,0.0,negative,,,,
informant,,-0.8,0.0,0.928,-0.56,negative,,,,
informatike,,-0.63,0.0,0.991,-0.73,negative,,,,
information,,0.0,0.44,0.0,0.0,positive,,,,
informational,,0.0,0.44,0.0,0.0,positive,,,,weak
informative,,0.0,0.0,0.701,0.94,positive,,,,weak
informatory,,0.0,0.0,0.701,0.94,positive,,,,
informed,,0.9,0.0,0.0,0.9,positive,,,,
informel,,0.93,-0.93,0.0,0.771,positive,,,,
informer,,-0.8,0.0,0.928,-0.56,negative,,,,
infotainment,,0.951,0.0,0.0,0.731,positive,,,,
infract,,-0.06,-0.05,0.003,-0.12,negative,,,,
infraction,anger,-0.92,0.0,-0.92,0.0,negative,,,,weak
inframammary,,0.0,0.0,0.0,-0.45,negative,,,,
infrangible,,0.0,0.0,0.84,0.729,positive,,,,
infraorbital,,0.714,0.0,0.967,0.0,positive,,,,
infrasonic,,-0.99,0.0,0.798,-0.71,negative,,,,
infrastructure,,0.0,0.445,0.0,0.0,positive,,,,
infrequency,,-0.88,0.0,0.732,-0.61,negative,,,,
infrequent,surprise,-0.87,0.0,0.722,-0.57,negative,,,,
infrequently,,-0.98,0.0,0.0,-0.97,negative,,grey,,
infringe,,-0.92,0.0,-0.92,0.0,negative,,,,strong
infringeman,,-0.92,0.0,-0.92,0.0,negative,,,,
infringement,,-0.92,0.0,-0.92,0.0,negative,-2,black,active,strong
infringements,,,,,,negative,,,,strong
infundibular,,-0.74,0.0,0.891,-0.77,negative,,,,
infundibulum,,0.619,-0.83,0.0,0.912,positive,,,,
infuriate,,-0.12,0.13,0.647,-0.64,negative,-2,,active,strong
infuriated,,-0.14,0.137,0.619,-0.64,negative,-2,,,strong
infuriates,,,,,,negative,-2,,,
infuriating,,-0.98,0.0,0.0,-0.97,negative,-2,,,strong
infuriatingly,,-0.88,0.174,-0.59,0.0,negative,,,,strong
infuriation,,-0.12,0.127,0.651,-0.64,positive,,,,
infuse,,0.963,0.725,0.0,0.0,positive,,,,
infuses,,0.9,0.0,0.0,0.9,positive,,,,
infusible,,0.843,-0.95,0.0,0.648,positive,,,,
ingan,,-0.92,0.0,0.734,-0.51,negative,,,,
ingenious,,0.738,-0.96,0.0,0.727,positive,,white,,strong
ingeniously,,0.738,-0.96,0.0,0.727,positive,,,,strong
ingeniousness,,-0.91,0.0,0.874,-0.86,negative,,,,
ingenue,,-0.98,0.0,0.0,-0.97,negative,,,,
ingenuity,,0.921,0.0,0.902,0.0,positive,,green,,strong
ingenuous,,0.992,0.0,0.732,0.0,positive,,,,strong
ingenuously,,,,,,positive,,,,strong
ingenuousness,,0.709,0.0,0.937,0.0,positive,,,,
ingest,,-0.98,0.0,0.0,-0.97,negative,,,,
ingestible,,0.124,0.129,0.0,0.142,positive,,,,
ingestion,,0.0,0.0,0.933,0.921,positive,,,,
inglorious,,-0.79,0.0,-0.82,0.0,negative,,,,strong
ingloriously,,-0.86,0.0,-0.83,0.0,negative,,,,
ingot,,,,,,,,yellow,,
ingraft,,0.0,0.0,-0.74,-0.97,negative,,,,
ingrain,,1.0,0.0,0.798,0.0,positive,,,,
ingrate,,-0.72,0.304,-0.41,-0.07,negative,,,,strong
ingratiate,,0.463,0.561,-0.29,0.281,positive,,,,strong
ingratiating,,,,,,positive,,,,strong
ingratiatingly,,,,,,positive,,,,strong
ingratiatory,,0.918,0.75,0.0,0.0,positive,,,,
ingratitude,,0.0,0.0,0.0,-0.34,negative,,,,strong
ingroup,,-0.22,0.0,-0.2,-0.19,negative,,,,
ingrowing,,0.0,0.0,-0.77,-0.84,negative,,,,
ingrown,,0.0,0.0,-0.77,-0.84,negative,,,,
inguen,,0.071,-0.11,0.037,0.0,positive,,,,
inguinal,,-0.88,0.0,0.868,-0.84,negative,,,,
ingula,,-0.66,0.0,0.812,-0.88,negative,,,,
ingurgitate,,-0.7,0.0,0.704,-0.55,negative,,,,
inhabit,,-0.96,0.0,0.0,-0.75,negative,,green,,
inhabitable,,0.798,0.0,0.861,0.0,positive,,,,
inhabitant,,0.894,-0.51,0.0,0.829,positive,,,,
inhalation,,0.894,-0.74,0.0,0.716,positive,,,,
inhale,,0.0,0.0,-0.88,-0.88,negative,,,,
inharmonic,,-0.52,0.0,0.902,-0.73,negative,,,,
inharmonious,,-0.52,0.0,0.902,-0.73,negative,,,,
inhere,,-0.27,0.0,-0.3,0.0,negative,,,,
inherence,,0.949,-0.55,0.0,0.595,positive,,,,
inherent,,0.0,0.0,-0.85,-0.72,negative,,,passive,strong
inherit,,-0.19,0.134,-0.28,0.132,positive,,,passive,
inheritable,,-0.19,0.134,-0.28,0.132,negative,,,,
inheritance,anticipation,0.679,-0.75,0.0,0.658,positive,,,,
inherited,,0.789,0.0,0.946,0.0,positive,,,,
inheritor,,-0.19,0.134,-0.28,0.132,negative,,,,
inhibit,anger,-0.79,0.0,0.0,-0.79,negative,-1,,active,weak
inhibition,,0.0,0.171,-0.08,0.11,negative,,,passive,weak
inhibitor,,0.0,0.171,-0.08,0.11,positive,,,,
inhibitory,,0.0,0.0,-0.93,-0.73,negative,,,,
inhomogeneity,,0.0,0.0,0.0,-0.66,negative,,,,
inhospitable,sadness,-0.56,0.0,0.814,-0.88,negative,,,,strong
inhospitality,,,,,,negative,,,,strong
inhuman,anger,-0.79,0.0,0.691,-0.88,negative,,,,strong
inhumane,,-0.79,0.0,0.691,-0.88,negative,,,,strong
inhumanely,,-0.79,0.0,0.691,-0.88,negative,,,,
inhumanity,sadness,-0.99,0.0,0.947,-0.88,negative,,,,strong
inhumanly,,-0.79,0.0,0.691,-0.88,negative,,,,
inhumation,,-0.96,0.0,0.0,-0.8,negative,,,,
inimical,anger,-0.12,0.193,0.597,-0.62,negative,,black,,strong
inimically,,,,,,negative,,,,strong
inimitable,trust,0.9,0.0,0.0,0.0,positive,,white,,
inimitably,,0.512,0.658,-0.25,0.256,positive,,,,
iniquitous,,,,,,negative,,,,strong
iniquity,disgust,0.0,0.0,0.0,-1.0,negative,,,,strong
init,,0.0,0.0,-0.73,-0.87,negative,,,,
initialism,,-0.71,0.0,0.793,-0.69,negative,,,,
initialization,,-0.59,0.0,0.883,-0.74,negative,,,,
initialize,,-0.59,0.0,0.883,-0.74,negative,,,,
initially,,0.0,0.0,0.0,0.17,positive,,,,
initiate,,0.806,-0.57,0.0,0.747,positive,,,active,
initiatic,,0.0,0.0,0.734,0.839,positive,,,,
initiation,,0.0,0.448,0.0,0.0,positive,,,,
initiative,,0.0,0.823,0.0,0.0,positive,,,active,
initiator,,-0.64,0.0,0.934,-0.92,negative,,,,
initiatory,,0.0,0.823,0.0,0.0,positive,,,,
initrd,,0.775,0.737,0.0,0.0,positive,,,,
injec,,0.0,0.0,0.0,-0.17,negative,,,,
inject,,,,,,,,white,,
injection,fear,-0.98,0.0,-0.81,0.0,negative,,,,
injectively,,0.896,-0.66,0.0,0.667,positive,,,,
injudicious,,,,,,negative,,,,strong
injudiciousness,,0.693,-0.53,0.0,0.972,positive,,,,
injun,,-0.69,0.0,0.998,-0.84,negative,,,,
injunction,,,,,,negative,,,,
injunctive,,0.0,0.0,0.83,0.0,positive,,,,
injure,anger,-1.0,0.0,0.0,0.0,negative,,black,passive,weak
injured,fear,-0.63,0.0,0.503,-0.73,negative,-2,red,,
injurious,anger,0.0,0.0,-0.79,-1.0,negative,,,,weak
injuriously,,-0.69,0.0,0.516,-0.94,negative,,,,
injury,anger,-0.93,0.0,0.742,-1.0,negative,-2,red,,weak
injustice,anger,0.0,0.0,0.0,-0.83,negative,-2,black,,strong
injustices,,,,,,negative,,,,strong
ink,,0.017,0.0,0.012,0.095,positive,,black,,
inkberry,,0.823,0.0,0.0,0.0,positive,,,,
inkling,,,,,,,,,,strong
inklings,,,,,,,,,,strong
inkpot,,0.0,0.096,0.0,0.075,positive,,,,
inkstand,,0.0,0.0,-0.76,-0.78,negative,,,,
inlaid,,0.558,-0.73,0.0,0.575,positive,,,,
inland,,,,,,,,brown,,
inlet,,-0.93,0.0,0.605,-0.67,negative,,blue,,
inline,,0.0,0.0,0.0,-0.66,negative,,,,
inmate,disgust,0.0,0.0,-0.94,-0.85,negative,,,,
inmost,,0.832,0.0,0.0,0.858,positive,,,,
inn,,-0.72,0.0,0.0,-0.92,negative,,,,
innate,,0.0,0.0,-0.85,-0.72,negative,,,,
innately,,0.0,0.715,0.0,0.764,positive,,,,
inner,,0.716,-0.62,0.0,0.896,positive,,,,
inner-most,,0.833,0.0,0.0,0.85,positive,,,,
innermost,,0.834,0.0,0.0,0.858,positive,,,,
innervate,,-0.65,0.0,0.94,-0.87,negative,,,,
innervation,,0.0,0.0,0.868,-0.98,negative,,,,
innit,,-0.99,0.0,0.636,-0.8,negative,,,,
innkeeper,,0.983,0.0,0.0,0.777,positive,,,,
innocence,,0.0,0.0,0.0,0.45,positive,,white,,weak
innocent,trust,0.0,0.0,0.0,0.449,positive,,white,,weak
innocently,,-0.04,0.164,0.685,-0.65,positive,,,,weak
innocuous,,0.0,0.0,0.0,0.17,positive,,white,,strong
innovate,,0.761,0.0,0.0,0.846,positive,1,,active,
innovates,,,,,,positive,1,,,
innovation,,0.0,0.448,0.0,0.0,positive,1,,,weak
innovational,,0.0,0.0,0.0,0.446,positive,,,,
innovative,,0.777,0.0,0.0,0.809,positive,2,,,weak
innovativeness,,-0.5,0.0,0.733,-0.55,negative,,,,
innovator,,0.7,0.905,0.0,0.698,positive,,,,
innuendo,,-0.91,0.0,-0.9,0.0,negative,,yellow,,strong
innumerable,,-0.98,0.0,0.0,-0.97,negative,,,,weak
innumerably,,,,,,,,,,weak
innumeracy,,-0.89,0.0,-0.82,-0.73,negative,,,,
innumerate,,-0.95,0.0,0.0,-0.97,negative,,,,
innumerous,,,,,,,,,,weak
inoculation,anticipation,-0.05,-0.04,0.0,-0.22,negative,,,,
inoffensive,,0.0,0.0,0.0,0.17,positive,,,,strong
inoperable,,-0.97,0.0,-0.72,0.0,negative,,,,
inoperative,anger,-0.97,0.0,-0.72,0.0,negative,,,,
inopportune,,-0.65,0.0,0.514,-0.54,negative,,,,strong
inordinate,,-0.92,0.0,0.0,-0.83,negative,,,,strong
inordinately,,0.718,0.964,0.0,0.0,negative,,,,strong
inorganic,,-0.91,0.0,0.0,-0.8,negative,,grey,,
inornatum,,0.601,-0.87,0.0,0.5,positive,,,,
inotropic,,0.672,-0.55,0.0,0.992,positive,,,,
inough,,-0.21,0.069,0.654,-0.67,negative,,,,
inpatient,,0.0,0.0,-0.94,-0.85,negative,,,,
inpour,,-0.73,0.0,-0.73,0.0,negative,,,,
inpressed,,,,,,positive,,,,
input,,0.759,0.0,0.0,0.766,positive,,,,
inquietude,,-0.89,0.0,0.0,-0.83,negative,,,,
inquiline,,-0.71,0.0,0.605,-0.62,negative,,,,
inquire,,-0.98,0.0,0.0,-0.97,negative,,,active,
inquirer,,,,,,positive,,yellow,,
inquiringly,,-0.73,0.0,0.0,-0.74,negative,,,,
inquiry,anticipation,-0.1,0.117,-0.11,0.172,positive,,,active,
inquisition,,-0.97,0.0,0.616,-0.58,negative,-2,,,
inquisitive,,0.91,0.0,0.0,0.0,positive,2,orange,,strong
inquisitively,,0.984,0.729,0.0,0.0,positive,,,,
inroad,,-0.69,0.0,0.752,-0.82,negative,,,,
inrush,,-0.73,0.0,-0.73,0.0,negative,,,,
insane,anger,0.0,0.0,0.761,-0.71,negative,-2,,,strong
insanely,,,,,,negative,,,,strong
insanitary,,0.0,0.0,-0.71,-0.95,negative,,,,
insanity,anger,0.0,0.0,0.808,-0.75,negative,-2,,,strong
insatiable,,-0.98,0.0,0.0,-0.97,negative,,,,strong
insatiate,,0.918,0.886,0.0,0.0,positive,,,,
inscribe,,0.719,0.0,0.751,0.0,positive,,,,
inscription,,-0.11,0.188,-0.1,0.161,positive,,,,
inscrutability,,0.973,-0.77,0.0,0.983,positive,,,,
inscrutable,,-0.62,0.0,0.825,-0.73,negative,,,,
inscrutably,,-0.62,0.0,0.825,-0.73,negative,,,,
insect,,0.0,-0.04,0.089,-0.09,negative,,green,,
insecticidal,,-0.74,0.0,0.0,-0.76,negative,,,,
insecticide,,-0.74,0.0,-0.86,0.0,negative,,,,
insectivore,,0.017,0.079,-0.04,0.06,positive,,,,
insectivory,,0.017,0.079,-0.04,0.06,positive,,,,
insectoid,,0.0,0.0,-0.77,-0.76,negative,,,,
insects,,0.0,-0.98,-0.97,0.0,negative,,,,
insecure,anger,-0.96,0.0,0.0,-0.97,negative,-2,yellow,passive,weak
insecurely,,-0.7,0.0,0.0,-0.87,negative,,,,
insecurity,fear,-0.97,0.0,0.0,-0.86,negative,,,passive,strong
inseminate,,0.0,0.083,0.0,0.0,positive,,,,
insemination,,-0.98,0.0,0.441,-0.96,negative,,,,
insensate,,-0.79,0.0,0.691,-0.88,negative,,,,
insensibility,,-0.67,0.0,0.863,-0.86,negative,,,,
insensible,,-0.94,0.0,0.0,-0.98,negative,,,,weak
insensibly,,0.0,0.858,-0.95,0.0,negative,,,,
insensitive,,-0.04,-0.04,-0.04,-0.04,negative,-2,,,strong
insensitively,,,,,,negative,,,,strong
insensitivity,,0.813,-0.95,0.0,0.918,negative,-2,,,strong
insentient,,-0.09,0.0,-0.15,-0.21,negative,,,,
inseparability,,0.89,-0.62,0.0,0.548,positive,,,,
inseparable,joy,0.0,0.0,-0.95,-0.87,positive,,blue,,
inseparably,,0.729,0.0,0.0,0.883,positive,,,,
insert,,-0.55,0.0,0.963,-0.99,negative,,yellow,active,
inserter,,-0.55,0.0,0.963,-0.99,negative,,,,
insertion,,-0.55,0.0,0.965,-0.99,negative,,,,
inset,,-0.55,0.0,0.963,-0.99,negative,,,,
insider,,0.9,0.0,0.0,0.9,positive,,,,
insidious,anger,,,,,negative,,black,,strong
insidiously,,-0.09,0.0,-0.15,0.0,negative,,,,strong
insight,,0.89,-0.62,0.0,0.548,positive,,,passive,strong
insightful,,0.0,0.0,0.0,0.83,positive,,,,strong
insightfully,,0.512,0.658,-0.25,0.256,positive,,,,strong
insights,,,,,,,,,,strong
insignia,,-0.6,0.0,0.523,-0.95,positive,,yellow,,
insignificance,,-0.98,0.0,0.0,-0.97,negative,,grey,,weak
insignificant,anger,-0.53,0.0,0.658,-0.61,negative,-2,yellow,,weak
insignificantly,,,,,,negative,,,,weak
insincere,,-0.52,0.0,0.651,-0.54,negative,,,,strong
insincerely,,,,,,negative,,,,strong
insincerity,,0.659,-0.72,0.0,0.77,negative,,,,strong
insinuate,,0.71,-0.63,0.0,0.891,negative,,,active,strong
insinuating,,,,,,negative,,,,strong
insinuation,,-0.91,0.0,-0.9,0.0,negative,,,,strong
insipid,,0.0,0.0,-0.87,-0.8,negative,-2,grey,,
insipidity,,-0.78,0.0,-0.75,0.0,negative,,,,
insist,,0.0,0.0,-0.82,-0.98,positive,,,active,strong
insistence,,-0.98,0.0,0.0,-0.97,positive,,,active,weak
insistency,,0.85,-0.93,0.0,0.892,positive,,,,
insistent,,0.0,0.0,-0.84,-0.78,positive,,,,strong
insistently,,0.512,0.658,-0.25,0.256,positive,,,,strong
insitute,,0.0,0.0,0.0,0.448,positive,,,,
insobriety,,-0.93,0.0,-0.99,0.0,negative,,,,
insociable,,,,,,negative,,,,strong
insolation,,-0.72,0.0,0.762,-0.79,negative,,,,
insole,,-0.88,0.0,0.806,-0.63,negative,,,,
insolence,,-0.89,0.0,-0.92,-0.81,negative,,,,strong
insolent,,0.516,-0.64,0.0,0.524,negative,,brown,,strong
insolently,,-0.88,0.0,-0.8,0.0,negative,,,,strong
insolubility,,0.789,-0.92,0.0,0.964,positive,,,,
insoluble,,0.0,0.0,-0.99,-0.85,negative,,grey,,
insolvable,,0.971,0.0,0.709,0.0,positive,,,,
insolvency,fear,-0.94,0.0,0.551,-0.98,negative,,,,
insolvent,fear,-0.94,0.0,0.551,-0.98,negative,,,,weak
insomnia,,0.0,0.0,-0.17,0.0,negative,,,,
insomniac,,0.852,-0.85,0.0,0.789,positive,,,,
insomuch,,-0.14,0.098,0.662,-0.65,negative,,,,
insouciance,,0.0,0.0,0.0,-0.74,negative,,,,strong
insouciant,,-0.86,0.0,-0.86,0.0,negative,,,,
inspect,,0.0,0.201,-0.14,0.18,positive,,grey,active,
inspection,,0.0,0.203,-0.13,0.18,positive,,,active,
inspectional,,0.0,0.203,-0.13,0.18,positive,,,,
inspector,,0.0,0.0,0.0,-0.91,positive,,,,
inspiration,anticipation,0.894,-0.74,0.0,0.716,positive,2,,,strong
inspirational,,0.0,0.0,0.696,0.837,positive,2,,,strong
inspiratory,,0.0,-0.17,0.0,0.0,negative,,,,
inspire,anticipation,0.0,0.956,0.0,0.962,positive,2,,active,strong
inspired,joy,0.877,0.0,0.814,0.0,positive,2,,,
inspires,,,,,,positive,2,,,
inspiring,,,,,,positive,3,,,strong
inspirit,,0.581,-0.52,0.0,0.941,positive,,,,
inspissate,,0.839,0.0,0.913,0.0,positive,,,,
inst,,0.0,0.0,-0.85,-0.78,negative,,,,
instability,disgust,-0.92,0.0,0.546,-0.52,negative,,red,passive,weak
instable,,-0.74,0.0,0.0,-0.81,negative,,,passive,weak
instal,,0.0,0.0,0.0,0.448,positive,,,,
install,anticipation,,,,,,,,active,
installation,,0.968,0.757,0.0,0.0,positive,,,active,
installer,,0.775,0.737,0.0,0.0,positive,,,,
instance,,,,,,,,white,,
instances,,-0.98,0.0,0.0,-0.97,negative,,,,
instant,,0.0,0.0,-0.85,-0.78,negative,,orange,,
instantaneously,,-0.66,0.0,0.721,-0.53,negative,,,,
instantiate,,0.904,-0.69,0.0,0.758,positive,,,,
instantiation,,0.896,-0.66,0.0,0.667,positive,,,,
instantly,,-0.66,0.0,0.721,-0.53,positive,,,,
instauratio,,0.0,0.448,0.0,0.0,positive,,,,
instep,,-0.88,0.0,0.806,-0.63,negative,,,,
instigate,,0.0,0.0,-0.45,0.0,negative,,,,strong
instigation,,,,,,negative,,,,
instigative,,0.874,0.922,0.0,0.0,positive,,,,
instigator,,,,,,negative,,,,strong
instigators,,,,,,negative,,,,strong
instil,,0.0,0.956,0.0,0.962,positive,,,,
instill,,1.0,0.0,0.798,0.0,positive,,,,
instinct,,0.849,-0.85,0.0,0.793,positive,,,passive,
instinctive,anger,-0.83,0.0,0.812,-0.92,positive,,red,,
instinctively,,0.506,0.659,-0.24,0.242,positive,,,,
instinctual,,0.849,-0.85,0.0,0.793,positive,,,,
institue,,0.0,0.0,0.0,0.448,positive,,,,
institut,,0.721,0.0,0.0,0.966,positive,,,,
institute,trust,0.0,0.0,0.0,0.448,positive,,grey,active,
institution,,0.0,0.0,-0.86,-0.95,negative,,grey,,
institutional,,0.685,-0.89,0.0,0.609,positive,,,,
institutionalise,,-0.71,0.0,-0.87,0.0,negative,,,,
institutionalization,,0.847,0.824,0.0,0.98,positive,,,,
institutionalize,,-0.71,0.0,-0.87,0.0,negative,,,,
instream,,0.0,0.0,0.854,0.959,positive,,,,
instruct,trust,0.0,0.445,0.0,0.0,positive,,,active,
instruction,trust,0.0,0.161,0.0,0.0,positive,,,active,
instructional,,-0.69,0.0,0.659,-0.69,negative,,,,
instructions,anticipation,,,,,,,white,,
instructive,,0.0,0.0,0.706,0.945,positive,,,,weak
instructively,,0.512,0.658,-0.25,0.256,positive,,,,
instructor,anticipation,,,,,positive,,,,
instrument,,0.951,-0.67,0.0,0.954,positive,,,,
instrumental,,0.049,-0.02,0.0,0.0,positive,,,active,weak
instrumentalism,,-0.91,0.0,0.795,-0.94,negative,,,,
instrumentality,,,,,,,,grey,,
instrumentalization,,0.904,-0.69,0.0,0.758,positive,,,,
instrumentate,,0.951,-0.67,0.0,0.954,positive,,,,
instrumentation,,0.951,-0.67,0.0,0.954,positive,,,,
insubordinate,,-0.65,0.0,0.795,-0.96,negative,,,,weak
insubordination,,0.0,0.0,0.884,-0.77,positive,,,,
insubstantial,,-0.96,0.0,0.939,-0.6,negative,,,,strong
insubstantiality,,-0.95,0.0,0.909,-0.97,negative,,,,
insubstantially,,,,,,negative,,,,strong
insufferable,,-0.88,0.0,0.907,-0.84,negative,,,,strong
insufferably,,0.841,-0.56,0.0,0.654,negative,,,,strong
insufficiency,anger,-0.88,0.0,0.726,-0.61,negative,,red,,weak
insufficient,,-0.78,0.0,-0.97,0.0,negative,,red,,weak
insufficiently,,-0.91,0.0,-0.73,-0.99,negative,,brown,,weak
insular,,,,,,negative,,grey,,weak
insularism,,-0.9,0.0,0.0,0.0,negative,,,,
insularity,,-0.9,0.0,0.0,0.0,negative,,,,
insulate,,-0.81,0.0,0.0,-0.77,negative,,,,
insulation,trust,-0.9,0.0,0.0,0.0,negative,,green,,
insulative,,-0.81,0.0,0.0,-0.77,negative,,,,
insulator,,0.678,-0.89,0.0,0.804,positive,,,,
insulin,,0.079,-0.1,0.046,0.0,positive,,,,
insulinoma,,0.079,-0.1,0.046,0.0,positive,,,,
insult,anger,-0.82,0.0,0.821,-0.53,negative,-2,,active,strong
insulted,,,,,,negative,-2,,,strong
insulting,anger,-0.98,0.0,0.0,-0.97,negative,-2,black,,strong
insultingly,,-0.98,0.0,0.0,-0.97,negative,,,,strong
insults,,-0.98,0.0,0.0,-0.97,negative,-2,,,
insuperable,,0.973,0.0,0.713,0.0,positive,,,,
insupportable,,-0.73,0.0,0.846,-0.68,negative,,,,strong
insupportably,,,,,,negative,,,,strong
insure,trust,0.944,0.753,0.0,0.0,positive,,,,
insurgency,,-0.83,0.0,0.898,-0.67,negative,,,,
insurgent,,-0.83,0.0,0.898,-0.67,negative,,black,,
insurmountable,fear,0.971,0.0,0.709,0.0,negative,,,,weak
insurmountably,,,,,,negative,,,,weak
insurrection,anger,0.0,0.0,0.729,-0.78,negative,,,,weak
insurrectional,,0.839,0.0,0.0,0.937,positive,,,,
insurrectionary,,0.0,-0.33,0.0,0.0,negative,,,,
insurrectionist,,-0.83,0.0,0.898,-0.67,negative,,,,
insusceptible,,-0.69,0.0,0.516,-0.94,negative,,,,
intact,trust,0.716,-0.62,0.0,0.896,positive,2,,passive,weak
intaglio,,-0.91,0.0,0.796,-0.87,negative,,,,
intake,,0.0,0.0,0.935,0.921,positive,,,,
intamin,,-0.6,0.0,0.974,-0.98,negative,,,,
intangibility,,-0.95,0.0,0.909,-0.97,negative,,,,
intangible,,-0.86,0.0,0.894,-0.72,negative,,grey,,
intangibleness,,-0.95,0.0,0.909,-0.97,negative,,,,
intefere,,,,,,negative,,,,
inteferes,,,,,,negative,,,,
integer,,0.748,0.0,0.0,0.793,positive,,,,
integrability,,0.946,-0.55,0.0,0.591,positive,,,,
integral,,0.716,-0.62,0.0,0.896,positive,,black,,weak
integrality,,0.072,0.219,-0.07,0.285,positive,,,,
integrand,,0.716,-0.62,0.0,0.896,positive,,,,
integrate,,0.704,0.0,0.0,0.698,positive,,,,
integrated,,-0.74,0.0,0.0,-0.86,positive,,,,
integration,,0.0,0.186,-0.1,0.208,positive,,,,
integrationist,,0.839,0.0,0.0,0.937,positive,,,,
integrative,,-0.93,0.0,0.944,-0.92,negative,,,,
integrity,trust,0.895,-0.54,0.0,0.84,positive,2,green,,strong
integument,,0.201,0.075,0.0,0.185,positive,,,,
intel,,0.9,0.0,0.0,0.9,positive,,,,
intellect,,-0.98,0.0,0.597,-0.94,positive,,,,
intellection,,0.0,0.0,0.734,0.839,positive,,,,
intellective,,0.188,0.401,-0.27,0.447,positive,,,,
intellectual,,0.0,0.0,0.0,0.83,positive,,,,
intellectualism,,-0.94,0.0,0.687,-0.75,negative,,,,
intellectuality,,0.025,0.0,0.0,0.076,positive,,,,
intellectualization,,-0.58,0.0,0.722,-0.51,negative,,,,
intellectualize,,-0.86,0.0,-0.74,0.0,negative,,,,
intellectually,,-0.98,0.0,0.0,-0.97,negative,,,,
intelligence,fear,0.0,0.0,0.0,0.824,positive,,,,weak
intelligensia,,0.594,-0.73,0.0,0.909,positive,,,,
intelligent,trust,0.0,0.715,0.0,0.764,positive,2,,,strong
intelligently,,0.974,0.0,0.0,0.702,positive,,,,
intelligentsia,,0.594,-0.73,0.0,0.909,positive,,,,
intelligibility,,0.0,0.0,0.0,0.446,positive,,,,
intelligible,,0.744,-0.76,0.0,0.669,positive,,,,strong
intelligibly,,0.515,-0.8,0.0,0.791,positive,,,,
intemperance,,0.858,0.0,0.896,0.0,positive,,,,
intemperate,,0.0,0.059,0.0,0.0,positive,,,,
intemperately,,0.0,0.059,0.0,0.0,positive,,,,
intend,trust,-0.06,0.272,-0.18,0.315,positive,,,active,weak
intendant,,0.0,0.0,0.948,0.9,positive,,,,
intended,anticipation,,,,,positive,,white,,
intendment,,-0.86,0.0,0.632,-0.66,negative,,,,
intense,anger,0.9,0.0,0.0,0.9,negative,1,,active,weak
intensification,,0.737,-0.8,0.0,0.611,positive,,,,
intensify,,0.737,-0.8,0.0,0.611,positive,,red,active,
intensifying,,0.652,-0.64,0.0,0.953,positive,,,,
intensional,,0.0,0.0,0.736,0.858,positive,,,,
intensionally,,-0.99,0.0,0.878,-0.95,negative,,,,
intensity,,0.9,0.0,0.0,0.9,positive,,purple,active,
intensive,,0.762,-0.62,0.0,0.884,positive,,,active,weak
intensively,,,,,,,,,,weak
intensiveness,,-0.98,0.0,0.878,-0.86,negative,,,,
intent,,-0.05,0.278,-0.17,0.319,positive,,,active,weak
intention,,0.0,0.83,0.0,0.0,positive,,black,active,weak
intentional,,0.885,0.771,0.0,0.0,positive,,,,
intentionalism,,-0.52,0.0,0.95,-0.78,negative,,,,
intentionality,,0.849,-0.85,0.0,0.793,positive,,,,
intentionally,,-0.98,0.0,0.0,-0.97,negative,,,,
intentioned,,0.831,0.736,0.0,0.0,positive,,,,
intentions,,,,,,,,,,weak
intently,,-0.83,0.0,0.0,-0.92,negative,,,,
intentness,,0.927,-0.92,0.0,0.76,positive,,,,
intents,,,,,,,,,,weak
inter,sadness,,,,,negative,,black,,
interact,,0.801,0.0,0.0,0.949,positive,,,,
interaction,,-0.86,0.0,-0.86,0.0,negative,,,,
interactional,,0.794,0.0,0.0,0.736,positive,,,,
interactionism,,-0.52,0.0,0.95,-0.78,negative,,,,
interactionist,,0.0,0.0,0.736,0.858,positive,,,,
interactive,,0.794,0.0,0.0,0.736,positive,,,,
interactively,,-0.96,0.0,0.866,-0.66,negative,,,,
interactivity,,0.772,-0.95,0.0,0.89,positive,,,,
interagency,,0.0,0.161,0.0,0.0,positive,,,,
interannual,,0.0,0.0,-0.92,-0.93,negative,,,,
interband,,-0.65,0.0,0.768,-0.69,negative,,,,
intercede,fear,0.879,0.0,0.0,0.752,positive,,,active,weak
intercept,,0.792,0.0,0.0,0.894,positive,,,,
interception,,0.792,0.0,0.0,0.894,positive,,black,,
interceptor,,0.0,0.0,-0.81,-0.7,negative,,,,
intercession,trust,,,,,,,,,
intercessor,,0.0,0.0,-0.83,-0.83,negative,,,,
interchange,,0.556,-0.52,0.0,0.898,positive,,,,
interchangeability,,0.53,-0.99,0.0,0.588,positive,,,,
interchangeable,,-0.98,0.0,0.0,-0.97,negative,,,,
interchangeableness,,0.994,-0.58,0.0,0.581,positive,,,,
interchangeably,,-0.13,-0.06,0.0,-0.14,negative,,,,
intercision,,-0.09,-0.01,0.028,-0.11,negative,,,,
intercom,,-0.91,0.0,0.0,-0.94,negative,,,,
intercommunicate,,-0.08,0.0,0.022,-0.04,negative,,,,
interconception,,0.0,0.0,0.0,-0.83,negative,,,,
interconnect,,-0.08,0.0,0.022,-0.04,negative,,,,
interconnection,,0.925,-0.56,0.0,0.626,positive,,,,
intercostal,,0.614,-0.89,0.0,0.51,positive,,,,
